match_id,fecha,jornada,competicion,equipo_local,equipo_visitante,resultado,goles_local,goles_visitante,estadio,arbitro,manager_local,manager_visitante,res_local,res_visitante,titulares_local_ids,suplentes_local_ids,titulares_visitante_ids,suplentes_visitante_ids,goleadores_local_ids,goles_local_count,goleadores_visitante_ids,goles_visitante_count,cantidad_tarjetas_amarillas_local,id_jugadores_local_amarilla,cantidad_tarjetas_amarillas_visita,id_jugadores_visitante_amarilla,cantidad_tarjetas_rojas_local,id_jugadores_local_roja,cantidad_tarjetas_rojas_visita,id_jugadores_visitante_roja,Cuota 1,Cuota X,Cuota 2
30811,2022-04-30,Round 34,First Division,Athletic Club,Atlético de Madrid,2-0,2,0,San Mamés Barria  (Bilbao),Mateu Lahoz,Marcelino,Simeone,2,0,"22117,9277,202395,201038,12460,43075,12441,16832,300444,202397,2294","8502,22519,20795,19025,20797,108231,22336,202398,201266,22562,21109","18149,22037,20150,15204,82276,25431,20525,18027,70087,12581,95495","20017,12503,18142,20299,90987,82651,29931,29006,82701,206664",202397,1.0,0,0.0,3.0,"300444,202397,19025",3.0,"20150,25431,20525",0.0,0,0.0,0,2.81,2.94,2.79
30815,2022-04-30,Round 34,First Division,Real Madrid,Espanyol,4-0,4,0,Estadio Santiago Bernabéu  (Madrid),Munuera Montero,Ancelotti,Moreno,4,0,"13727,19004,1879,22869,15261,101266,16331,18002,25618,16806,301239","92802,300520,25999,12426,20660,101005,41233,20659,28266,22396","576,12532,21352,300366,12498,23317,22846,15228,78060,23319,19972","300554,12471,6376,23365,22913,8451,26300,23627,15237,26538,23249,24095","25618,25618,16806,12426",4.0,0,0.0,2.0,"16331,301239",0.0,0,0.0,0,0.0,0,1.43,4.86,6.81
30817,2022-04-30,Round 34,First Division,Valencia,Levante,1-1,1,1,Estadio de Mestalla  (Valencia),Figueroa Vázquez,Bordalás,Lisci,1,1,"12935,22681,28075,29635,15211,301280,20818,23146,23542,24700,70068","15258,26925,26778,20265,21682,301736,23811,20232,200107,13277,22451,20009","23213,101054,20047,15213,20054,24036,23179,18152,400412,301763,25298","29707,202422,20298,2364,20252,23288,22695,4073,9404,201045,82903,200053",24700,1.0,20054,1.0,4.0,"12935,29635,24700,70068",3.0,"20054,24036,18152",1.0,301280,0.0,0,2.12,3.37,3.54
30812,2022-05-01,Round 34,First Division,Barcelona,Mallorca,2-1,2,1,Camp Nou  (Barcelona),González Fuertes,Xavi,Aguirre,2,1,"93292,477,21908,944,9333,11269,78218,6857,23403,25004,98023","28062,304055,23758,84451,22923,16329,82259,97835,93439,25414","401012,301806,23151,20741,401446,21032,20889,70347,100293,5533,27657","82249,23558,4897,28987,26515,13266,23528,13279,23373,1845,42672,301113","25004,6857",2.0,401446,1.0,2.0,"9333,11269",3.0,"301806,401446,82249",0.0,0,0.0,0,1.23,6.74,11.63
30814,2022-05-01,Round 34,First Division,Granada,Celta de Vigo,1-1,1,1,Estadio Nuevo Los Cármenes  (Granada),Martínez Munuera,Karanka,Coudet,1,1,"20521,22687,400231,9392,25422,28631,22127,401521,4158,28629,24320","6348,18052,70866,82257,26318,23631,15206,24110,24605,15222,23554,15160","201004,100426,25612,20289,20173,20079,21041,29002,78168,18067,6326","43007,300046,100420,13142,26424,23599,20840,22398,41824",18052,1.0,,0.0,1.0,6348,3.0,"201004,20173,20079",0.0,0,0.0,0,3.1973684210526314,3.774585253456221,4.097
30818,2022-05-01,Round 34,First Division,Rayo Vallecano,Real Sociedad,1-1,1,1,Estadio de Vallecas  (Madrid),Muñiz Ruiz,Iraola,Imanol,1,1,"402399,22568,22401,29245,28183,26734,21187,202401,21120,402020,401141","2121,21514,21649,13729,95465,22334,22248,301810,1914","201983,22358,22240,22404,301310,22483,19027,8642,12582,300527,28332","201044,91024,22429,202438,26262,23755,26742,20027,22049,22578,27947,21719",13729,1.0,28332,1.0,2.0,"202401,21514",1.0,22240,0.0,0,0.0,0,3.71,3.24,2.12
30819,2022-05-01,Round 34,First Division,Elche,Osasuna,1-1,1,1,Estadio Manuel Martínez Valero  (Elche),Del Cerro Grande,Francisco,Arrasate,1,1,"300473,8650,301062,18171,15239,24419,19003,402377,101267,12544,27077","301250,402078,23370,16308,84408,29916,15095,8492,204,21222,97478,4123","201971,302292,201018,86177,100312,22773,22606,8752,20098,21481,27214","19024,300174,21427,301767,9395,100463,201317,12440,8513,20120,8510,22529",301250,1.0,27214,1.0,4.0,"18171,101267,12544,84408",2.0,"86177,27214",0.0,0,0.0,0,2.7,3.04,2.85
30813,2022-05-02,Round 34,First Division,Getafe,Betis,0-0,0,0,Coliseum Alfonso Pérez  (Getafe),Cordero Vega,Quique,Pellegrini,0,0,"402491,13741,19021,15246,21622,25297,84474,20254,20290,22115,20260","23056,16775,23198,41998,82146,101843,21199,23117,200278,21608","442,82702,20033,12480,301828,82254,27658,23106,300494,8496,102337","12409,1288,15205,22845,23105,4149,12501,70320,11288,303958,21475",0,0.0,0,0.0,1.0,15246,1.0,23106,0.0,0,0.0,0,2.88,3.07,2.64
30828,2022-05-06,Round 35,First Division,Levante,Real Sociedad,2-1,2,1,Estadio Ciudad de Valencia  (Valencia),Alberola Rojas,Lisci,Imanol,2,1,"23213,101054,20047,15213,20054,24036,23179,18152,400412,301763,25298","200053,202422,300529,82903,20252,4073,29707,9404,201045,70117,22695,20298","201983,22358,22240,22404,301310,22483,19027,8642,537,26262,28332","91024,12582,300527,22049,27947,202438,22578,201044,23755,20027,22429,21719","101054,202422",2.0,537,1.0,2.0,"20047,200053",3.0,"22404,301310,26262",0.0,0,0.0,0,3.31,3.45,2.19
30820,2022-05-07,Round 35,First Division,Athletic Club,Valencia,0-0,0,0,San Mamés Barria  (Bilbao),Díaz de Mera,Marcelino,Bordalás,0,0,"22117,9277,202395,201038,12460,43075,12441,16832,300444,202397,2294","22562,22162,20795,20797,19025,8502,22336,202398,26897,108231,201266,22519","12935,22681,15258,28075,29635,15211,26925,26746,26778,23146,20265","23542,13287,70068,20818,301736,13289,21682,13178,20009,200107,13277,20232",0,0.0,0,0.0,4.0,"22117,202395,202397,2294",3.0,"28075,26746,23542",0.0,0,1.0,23542,1.42,4.53,7.91
30822,2022-05-07,Round 35,First Division,Betis,Barcelona,1-2,1,2,Estadio Benito Villamarín  (Sevilla),Mateu Lahoz,Pellegrini,Xavi,1,2,"442,82702,20033,12397,301828,82254,27658,4149,12409,8496,102337","70320,303958,70061,1288,12480,21475,23106,300494,15205,23105,22843,22845","97835,477,304055,21908,9333,11269,78218,6857,23403,84451,25004","25414,98023,16329,23758,20977,82667,22923,93439,82259,28062",12397,1.0,"23758,9333",2.0,1.0,12397,2.0,"477,6857",0.0,0,0.0,0,2.98,3.66,2.27
30823,2022-05-07,Round 35,First Division,Celta de Vigo,Alavés,4-0,4,0,Abanca-Balaídos  (Vigo),Cuadra Fernández,Coudet,Velázquez,4,0,"201004,100426,25612,20289,20173,20079,21041,29002,100420,6326,13142","26424,300046,12214,78168,41824,401404,101372,23599,20840,43007","7502,28633,300415,13748,12435,29027,28156,12421,202425,400405,9301","28148,16310,24250,40342,26449,302291,20671,21442,25157,29650,202089,301766","13142,6326,6326",3.0,0,0.0,1.0,29002,3.0,"29027,12421,400405",0.0,0,1.0,300415,1.8,3.52,4.78
30824,2022-05-07,Round 35,First Division,Mallorca,Granada,2-6,2,6,Visit Mallorca Estadi  (Palma de Mallorca),De Burgos Bengoetxea,Aguirre,Karanka,2,6,"401012,301806,20741,401446,12615,26515,23373,100293,4897,28512,301113","21032,5533,20889,13266,23558,27657,70347,28987,13279,1845,11677","20521,401424,29122,6306,9392,18052,25422,28631,22127,401521,24320","70866,400231,82257,28629,6348,26318,4158,23631,15222,23554,24110,15206","4897,401446",2.0,"24320,9392,401521,6348,28629,6348",6.0,3.0,"301806,20741,401446",2.0,"29122,28631",0.0,0,0.0,0,3.106666666666666,3.774585253456221,6.020769230769231
30826,2022-05-07,Round 35,First Division,Cádiz,Elche,3-0,3,0,Estadio Nuevo Mirandilla  (Cádiz),Hernández Hernández,Sergio,Francisco,3,0,"28767,301231,301762,200433,23739,22082,400345,8567,78798,12511,4027","7569,23943,12945,8750,401449,301053,12944,200426,101852,401011,6288","300473,29916,204,301062,24419,19003,402377,16308,101267,301250,84408","12544,15095,8492,27077,23370,20780,402078,4123,97478,110148","4027,7569,8750",3.0,0,0.0,1.0,200433,0.0,0,0.0,0,1.0,27077,1.65,3.8,5.56
30821,2022-05-08,Round 35,First Division,Atlético de Madrid,Real Madrid,1-0,1,0,Estadio Wanda Metropolitano  (Madrid),Soto Grado,Simeone,Ancelotti,1,0,"18149,22037,90987,15204,95524,82276,20525,12503,18027,20299,20017","29006,25431,12581,18142,206664,82701,82651,70087,95495","20659,20583,19004,200113,22869,101266,16331,92802,25618,16806,70071","28266,18002,20660,22396,301239,13727,12426,101005,26682",82276,1.0,0,0.0,2.0,"22037,95524",4.0,"19004,200113,101266,70071",0.0,0,0.0,0,1.81,3.72,4.4
30825,2022-05-08,Round 35,First Division,Getafe,Rayo Vallecano,0-0,0,0,Coliseum Alfonso Pérez  (Getafe),Melero López,Quique,Iraola,0,0,"402491,13741,24508,19021,21622,25297,84474,20254,20290,22115,20260","21199,23198,23056,23117,101843,16775,200278,82146,21608,41998","402399,3793,1914,22401,28183,2121,21649,21187,21514,21120,402020","26734,29245,13729,202401,95465,301810,22334,22568,20188,22248,401141",0,0.0,0,0.0,3.0,"21622,84474,21199",4.0,"1914,2121,21514,26734",0.0,0,0.0,0,2.19,3.02,3.84
30827,2022-05-08,Round 35,First Division,Espanyol,Osasuna,1-1,1,1,RCDE Stadium  (Cornella de Llobregat),Jaime Latre,Moreno,Arrasate,1,1,"576,12532,21352,300366,12498,22846,23365,15228,78060,23319,22913","23627,23317,19972,15237,8451,22986,26538,23249,24095,12471,300554,6376","201971,201018,86177,100312,100463,22773,22606,21427,20098,19024,27214","301767,302292,8752,8513,21481,9395,201317,300174,12440,8510,20120,22529",23627,1.0,19024,1.0,1.0,78060,3.0,"22773,20098,19024",0.0,0,0.0,0,2.35,3.3,3.14
30829,2022-05-08,Round 35,First Division,Villarreal,Sevilla,1-1,1,1,Estadio de la Cerámica  (Villarreal),Gil Manzano,Emery,Lopetegui,1,1,"18174,25374,23355,2290,24317,24868,28150,95573,6164,91017,21917","200072,15097,23095,82231,300522,18046,4137,4062,8470,8678,82607","101861,404684,84324,28000,29160,301804,26241,97612,8548,70090,20092","1251,78077,19973,97738,23132,27550,26297,29773,25430,16773,20128",28150,1.0,84324,1.0,3.0,"24868,28150,91017",0.0,0,0.0,0,0.0,0,2.09,3.42,3.59
30831,2022-05-10,Round 36,First Division,Barcelona,Celta de Vigo,3-1,3,1,Camp Nou  (Barcelona),Ortiz Arias,Xavi,Coudet,3,1,"93292,477,304055,21908,9333,11269,78218,23403,84451,25004,98023","20977,28062,93439,23758,25414,97835,21951,82259,82667,16329,22923,304054","201004,100426,25612,20289,20173,20079,21041,29002,100420,6326,13142","401404,20840,12214,26424,78168,23599,101372,41824","25004,98023,98023",3.0,6326,1.0,4.0,"304055,9333,78218,93439",0.0,0,0.0,0,1.0,401404,1.41,5.0,6.95
30832,2022-05-10,Round 36,First Division,Granada,Athletic Club,1-0,1,0,Estadio Nuevo Los Cármenes  (Granada),Sánchez Martínez,Karanka,Marcelino,1,0,"20521,401424,29122,6306,9392,25422,22127,401521,82257,28629,6348","400231,24110,70866,24320,15206,18052,26318,23554,22687,23631,15222","22117,202398,22519,201038,12460,43075,19025,12441,20795,300444,22162","22562,16832,20797,2294,202397,8502,108231,26897",25422,1.0,0,0.0,4.0,"401424,29122,9392,24110",1.0,16832,0.0,0,1.0,16832,3.1973684210526314,3.774585253456221,3.0643333333333334
30837,2022-05-10,Round 36,First Division,Valencia,Betis,0-3,0,3,Estadio de Mestalla  (Valencia),Del Cerro Grande,Bordalás,Pellegrini,0,3,"12935,22681,15258,28075,29635,26925,26746,20818,23146,24700,21682","20265,26778,13287,70068,200107,20009,13277,301736,20232,302283,13178,22451","70320,82702,20033,12397,301828,82254,27658,70061,303958,8496,15205","23105,21475,12409,102337,1288,23106,4149,22845,12501,22843,300494",0,0.0,"15205,8496,102337",3.0,1.0,29635,3.0,"12397,301828,8496",0.0,0,0.0,0,3.37,3.35,2.2
30830,2022-05-11,Round 36,First Division,Alavés,Espanyol,2-1,2,1,Estadio de Mendizorroza  (Vitoria-Gasteiz),Pizarro Gómez,Velázquez,Moreno,2,1,"7502,28633,13748,12435,301809,29027,301766,20018,202425,21442,9301","12421,28148,16310,304038,25157,40342,302291,25059,29650,26449,28156,24250","576,12532,21352,300366,12498,23627,23317,22846,15228,23319,19972","6376,27951,300554,78060,22913,23249,12471,22986,8451,15237,24095,26538","21442,20018",2.0,19972,1.0,3.0,"12435,29027,304038",2.0,"12532,22846",0.0,0,1.0,22846,2.13,3.36,3.54
30833,2022-05-11,Round 36,First Division,Osasuna,Getafe,1-1,1,1,Estadio El Sadar  (Pamplona (Iruñea),Muñiz Ruiz,Arrasate,Quique,1,1,"20120,302292,201317,201018,86177,301767,8752,300174,8513,21481,9395","22606,20098,22529,19024,27214,100463,22545,201971,100312,12440,21427","402491,21199,24508,19021,15246,21622,23056,84474,20254,22115,20260","13741,25297,16775,20290,41998,23117,23198,101843,82146,21608,200278",8513,1.0,,0.0,2.0,"21481,9395",4.0,"402491,24508,15246,84474",0.0,0,1.0,15246,2.51,2.85,3.3
30836,2022-05-11,Round 36,First Division,Sevilla,Mallorca,0-0,0,0,Estadio Ramón Sánchez Pizjuán  (Sevilla),Hernández Hernández,Lopetegui,Aguirre,0,0,"101861,1251,84324,28000,29160,301804,78077,97612,70090,97738,23132","82287,82279,8548,26241,20092,16773,19973,25430,26297,20128,29773,404684","1845,301806,20741,401446,21032,12615,20889,70347,4897,5533,28512","23151,13279,100293,82249,26515,28987,23558,401012,23373,11677,13266,301113",0,0.0,0,0.0,4.0,"29160,301804,78077,97738",6.0,"301806,401446,21032,20889,4897,26515",0.0,0,0.0,0,1.57,3.89,6.32
30839,2022-05-11,Round 36,First Division,Elche,Atlético de Madrid,0-2,0,2,Estadio Manuel Martínez Valero  (Elche),González Fuertes,Francisco,Simeone,0,2,"300473,29916,301062,18171,15239,16308,101267,23370,301250,12544,27250","24419,19003,97478,84408,402377,110148,15095,21222,204,402078,8492,4123","18149,90987,15204,95524,82276,20525,18142,12503,18027,20299,12581","25431,29006,20017,70087,95495,82651,82701,206664,29931,20150",0,0.0,"20299,18142",2.0,2.0,"301062,301250",2.0,"18027,25431",0.0,0,0.0,0,6.76,3.91,1.55
30834,2022-05-12,Round 36,First Division,Real Madrid,Levante,6-0,6,0,Estadio Santiago Bernabéu  (Madrid),Cordero Vega,Ancelotti,Lisci,6,0,"13727,19004,200113,28266,22869,22396,101266,18002,25618,20660,12426","25999,43217,92802,70071,301239,20583,26769,16331,20659","23213,101054,20047,200053,4073,24036,23179,202422,18152,301763,25298","400412,15213,20252,22695,300529,82903,29707,20054,201045,70117,9404,20298","28266,12426,25618,20660,20660,20660",6.0,0,0.0,2.0,"22869,18002",1.0,300529,0.0,0,0.0,0,1.39,5.56,6.81
30835,2022-05-12,Round 36,First Division,Real Sociedad,Cádiz,3-0,3,0,Reale Arena  (Donostia-San Sebastián),Martínez Munuera,Imanol,Sergio,3,0,"201983,22358,22240,202438,301310,22483,19027,8642,537,91024,28332","22578,22049,300527,23755,21719,43069,206629,22429,26742,20027,201044,27947","28767,301231,23943,200433,23739,12945,400345,8567,78798,7569,12511","22082,301125,401449,4027,8750,301762,12944,28766,401011,101852,301053,6288","28332,91024,300527",3.0,0,0.0,4.0,"22240,8642,537,300527",2.0,"400345,301125",0.0,0,0.0,0,1.59,3.82,6.18
30838,2022-05-12,Round 36,First Division,Rayo Vallecano,Villarreal,1-5,1,5,Estadio de Vallecas  (Madrid),Díaz de Mera,Iraola,Emery,1,5,"402399,3793,22401,29245,28183,21187,21514,202401,95465,402020,401141","21649,42482,22248,301810,13729,2121,1914,22568,22334,20188","18174,25374,23355,2290,23095,24868,28150,200072,6164,91017,300522","82607,8470,4137,15097,21917,24317,4062,18392,95573,8678",401141,1.0,"23095,25374,300522,23355,23095",5.0,5.0,"29245,21187,202401,402020,301810",2.0,"18174,2290",0.0,0,0.0,0,4.13,3.65,1.86
30847,2022-05-14,Round 37,First Division,Espanyol,Valencia,1-1,1,1,RCDE Stadium  (Cornella de Llobregat),Muñiz Ruiz,Luis Blanco,Bordalás,1,1,"576,300366,12498,23317,15228,78060,6376,27951,300554,23319,19972","22986,26712,12471,23627,15237,26538,23249,22913,26300,8451,21352,24095","20232,22681,15258,13277,29635,301280,26746,20818,23146,22451,20265","26778,21682,70068,13289,200107,28075,23811,301736,13178,26925,13287,12935",19972,1.0,20265,1.0,4.0,"15228,6376,19972,12471",1.0,29635,0.0,0,0.0,0,2.76,3.35,2.57
30840,2022-05-15,Round 37,First Division,Athletic Club,Osasuna,2-0,2,0,San Mamés Barria  (Bilbao),Figueroa Vázquez,Marcelino,Arrasate,2,0,"22117,9277,202395,201038,12460,43075,12441,20795,300444,202397,2294","19025,22562,20797,201266,22162,202398,21109,22336,22519,8502","201971,302292,86177,100312,22773,22606,21427,20098,12440,21481,27214","300174,301767,8513,19024,9395,8510,100463,201018,201317,22545,20120,22529","19025,22162",2.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,1.48,4.49,6.63
30841,2022-05-15,Round 37,First Division,Atlético de Madrid,Sevilla,1-1,1,1,Estadio Wanda Metropolitano  (Madrid),Sánchez Martínez,Simeone,Lopetegui,1,1,"18149,22037,15204,95524,82276,20525,18142,12503,18027,12581,95495","70087,29006,20299,20017,206664,82651,20150,82701,29931","101861,404684,84324,28000,29160,78077,26241,97612,8548,82287,20092","1251,19973,23132,95741,70090,16773,21991,26297,301804,20128",15204,1.0,20092,1.0,2.0,"12503,20150",5.0,"404684,29160,78077,20092,23132",0.0,0,0.0,0,1.96,3.08,4.6
30842,2022-05-15,Round 37,First Division,Betis,Granada,2-0,2,0,Estadio Benito Villamarín  (Sevilla),De Burgos Bengoetxea,Pellegrini,Karanka,2,0,"70320,11288,23105,20033,301828,82254,27658,70061,12409,8496,102337","303958,4149,21475,1288,15205,22845,23106,22843,21485,82702,12501,300494","20521,401424,70866,29122,6306,25422,22127,401521,82257,24320,6348","23554,24110,400231,28631,26318,28629,22687,15206,15222,23631,15160","12409,12409",2.0,0,0.0,0.0,0,1.0,24320,0.0,0,0.0,0,2.45514705882353,3.774585253456221,6.020769230769231
30843,2022-05-15,Round 37,First Division,Celta de Vigo,Elche,1-0,1,0,Abanca-Balaídos  (Vigo),Melero López,Coudet,Francisco,1,0,"201004,100426,25612,20289,20173,20079,21041,12214,100420,6326,13142","78168,43007,26424,20840,23599,41824,101372","4123,402078,18171,21222,110148,24419,402377,16308,15095,8492,84408","27077,101267,97478,19003,23370,20780,28779,29916,300473",100420,1.0,0,0.0,2.0,"20173,78168",2.0,"15095,23370",0.0,0,0.0,0,1.35,5.13,8.72
30844,2022-05-15,Round 37,First Division,Mallorca,Rayo Vallecano,2-1,2,1,Visit Mallorca Estadi  (Palma de Mallorca),Munuera Montero,Aguirre,Iraola,2,1,"1845,301806,20741,401446,21032,12615,20889,70347,4897,5533,28512","26515,23558,100293,301113,23151,13279,27657,82249,28987,401012,23373,13266","402399,22568,3793,22401,29245,28183,21649,26734,21514,402020,13729","95465,1914,22248,401141,301810,21949,42482,22334","28512,301113",2.0,26734,1.0,1.0,28512,0.0,0,0.0,0,0.0,0,1.76,3.46,5.1
30845,2022-05-15,Round 37,First Division,Getafe,Barcelona,0-0,0,0,Coliseum Alfonso Pérez  (Getafe),Gil Manzano,Quique,Xavi,0,0,"402491,13741,24508,19021,21622,23198,84474,20254,20290,22115,20260","23056,23117,25297,16775,200278,21608,21199,101843,41998,82146","93292,20977,477,28062,20068,11269,25414,6857,23403,25004,98023","304040,23758,93439,97835,21951,84451,16329,304054,20975,82667,82259",0,0.0,0,0.0,1.0,21622,2.0,"28062,6857",0.0,0,0.0,0,3.66,3.32,2.09
30846,2022-05-15,Round 37,First Division,Cádiz,Real Madrid,1-1,1,1,Estadio Nuevo Mirandilla  (Cádiz),Mateu Lahoz,Sergio,Ancelotti,1,1,"28767,301231,301762,200433,23739,301125,8567,78798,7569,12511,4027","401449,400345,8750,301053,12944,28766,23474,23943,12945,101852,401011,6288","20659,20583,19004,200113,22396,101266,16331,92802,25618,16806,301239","101005,15261,304045,95685,41233,26769,28266,25999,22869",7569,1.0,301239,1.0,6.0,"301762,200433,301125,7569,4027,401449",2.0,"200113,95685",0.0,0,0.0,0,4.334285714285714,3.774585253456221,1.9064788732394364
30848,2022-05-15,Round 37,First Division,Levante,Alavés,3-1,3,1,Estadio Ciudad de Valencia  (Valencia),Cuadra Fernández,Lisci,Velázquez,3,1,"204146,15213,20054,20298,24036,20252,82903,400412,22695,301763,300529","9404,25298,101054,2364,23179,70117,18152,202422,200053,23288,20047,20937","7502,300415,13748,12435,301809,301766,16310,20018,202425,21442,9301","304038,28633,24250,25059,400405,25157,40342,302291,28148,26449,29650,12421","20054,300529,301763",3.0,9301,1.0,8.0,"20054,20298,24036,82903,400412,301763,9404,2364",6.0,"13748,16310,20018,21442,304038,400405",0.0,0,1.0,20018,2.86,3.69,2.31
30849,2022-05-15,Round 37,First Division,Villarreal,Real Sociedad,1-2,1,2,Estadio de la Cerámica  (Villarreal),González Fuertes,Emery,Imanol,1,2,"18174,25374,23355,2290,24317,24868,28150,95573,6164,91017,21917","8470,23095,200072,300522,15097,18046,4137,18392,8678,4062,82607","201983,201044,22240,22404,301310,22483,19027,12582,537,26262,28332","22358,8642,91024,300527,202438,22578,22049,20027,22429,23755,21719",95573,1.0,"26262,22483",2.0,4.0,"25374,2290,28150,15097",3.0,"201044,22404,26262",0.0,0,0.0,0,2.14,3.37,3.47
30854,2022-05-20,Round 38,First Division,Real Madrid,Betis,0-0,0,0,Estadio Santiago Bernabéu  (Madrid),Jaime Latre,Ancelotti,Pellegrini,0,0,"13727,101005,20583,200113,28266,16331,92802,18002,25618,20660,12426","1879,15261,22396,22869,300520,20659,95685,101266,16806,19004,70071,301239","70320,82702,20033,12397,301828,82254,27658,4149,12409,8496,15205","70061,300494,303958,102337,1288,23106,23105,22843,22845,21475,12501",0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,1.53,4.82,5.32
30858,2022-05-20,Round 38,First Division,Rayo Vallecano,Levante,2-4,2,4,Estadio de Vallecas  (Madrid),Melero López,Iraola,Lisci,2,4,"22334,3793,1914,22401,22248,21649,21514,202401,95465,402020,401141","42482,21187,26734,301810,13729,22568,21949,29245,402399,28183,21120","23213,9404,20047,200053,20298,20252,202422,18152,22695,301763,300529","15213,101054,23179,29707,300971,20949,206658,43151,204146,4073,21970","402020,401141",2.0,"202422,300529,202422,9404",4.0,0.0,0,3.0,"200053,20298,15213",0.0,0,0.0,0,1.81,3.91,4.11
30857,2022-05-21,Round 38,First Division,Valencia,Celta de Vigo,2-0,2,0,Estadio de Mestalla  (Valencia),Cordero Vega,Bordalás,Coudet,2,0,"301736,22681,15258,28075,15211,301280,26746,23146,21682,22451,20265","20818,13289,26778,70068,200107,12935,13277,26925,20232,13178,13287,23811","201004,100426,25612,20289,20173,21041,12214,100420,300046,6326,13142","41824,26424,20840,401404,43010,101372,23599,43007",20265,1.0,0,0.0,3.0,"22681,15258,26746",3.0,"20173,21041,13142",0.0,0,0.0,0,2.59,3.32,2.76
30850,2022-05-22,Round 38,First Division,Alavés,Cádiz,0-1,0,1,Estadio de Mendizorroza  (Vitoria-Gasteiz),Sánchez Martínez,Velázquez,Sergio,0,1,"302291,28148,28633,300415,13748,301809,29027,25059,301766,16310,21442","26449,304038,28156,24250,27824,20671,40342,202089,12421,19100,12435,7502","28767,401449,301762,200433,23739,301125,8567,78798,7569,12511,4027","6288,400345,8750,12945,401011,23943,43000,101852,301053,23474,12944,200426",0,0.0,8750,1.0,0.0,0,1.0,200433,0.0,0,0.0,0,4.67,3.88,1.73
30851,2022-05-22,Round 38,First Division,Barcelona,Villarreal,0-2,0,2,Camp Nou  (Barcelona),Munuera Montero,Xavi,Emery,0,2,"93292,477,21908,28062,9333,11269,78218,6857,23403,16329,98023","20977,25414,23758,84451,25004,22923,20068,82259,20975,82667,21951,93439","18174,8470,23355,2290,23095,28150,200072,8678,6164,91017,300522","15097,24868,82231,18046,24317,4137,4062,18392,21917,8675,82607",0,0.0,"23095,8678",2.0,3.0,"9333,11269,6857",1.0,6164,0.0,0,0.0,0,1.96,3.89,3.53
30852,2022-05-22,Round 38,First Division,Granada,Espanyol,0-0,0,0,Estadio Nuevo Los Cármenes  (Granada),Hernández Hernández,Karanka,Luis Blanco,0,0,"20521,401424,29122,6306,9392,25422,28631,22127,401521,24320,6348","24110,82257,15206,400231,28629,15160,26318,23554,70866,15222,18052,23631","576,12532,300366,12498,23627,22846,15228,78060,300554,23319,15237","21352,12471,23317,22913,110613,26300,26538,23249,6376,304042,24095,8451",0,0.0,0,0.0,1.0,9392,0.0,0,0.0,0,0.0,0,1.44,4.76,6.86
30853,2022-05-22,Round 38,First Division,Osasuna,Mallorca,0-2,0,2,Estadio El Sadar  (Pamplona (Iruñea),Soto Grado,Arrasate,Aguirre,0,2,"201971,201317,201018,100463,8510,301767,8752,20098,8513,21481,27214","22545,300174,12440,19024,9395,20120,22529,100312,21427,22773,86177,22606","1845,301806,20741,401446,21032,12615,20889,70347,4897,5533,28512","23151,100293,82249,301113,23373,23558,26515,401012,28987,13279,27657,13266",0,0.0,"5533,82249",2.0,2.0,"201018,20098",2.0,"1845,301806",0.0,0,0.0,0,2.95,3.32,2.43
30855,2022-05-22,Round 38,First Division,Real Sociedad,Atlético de Madrid,1-2,1,2,Reale Arena  (Donostia-San Sebastián),Gil Manzano,Imanol,Simeone,1,2,"201983,22358,22404,202438,301310,22483,19027,8642,12582,26262,28332","201044,22049,300527,21719,91024,20027,23755,22240,22578,22429","18149,22037,29006,95524,82276,20525,18142,12503,18027,20299,12581","82564,95495,20017,20150,82701,15204,25431,82651,70087",22049,1.0,"18142,20017",2.0,4.0,"22404,19027,8642,300527",2.0,"95524,12581",0.0,0,0.0,0,2.69,3.16,2.8
30856,2022-05-22,Round 38,First Division,Sevilla,Athletic Club,1-0,1,0,Estadio Ramón Sánchez Pizjuán  (Sevilla),Del Cerro Grande,Lopetegui,Marcelino,1,0,"20128,1251,84324,28000,29160,301804,19973,26241,70090,97738,20092","95741,82287,97612,8548,23132,16773,25430,101861,26297,404684","22117,9277,22519,201038,12460,19025,12441,20795,16832,202397,2294","22162,20797,300444,202398,108231,21109,8502,22336,202395,22562,201266,40517",23132,1.0,0,0.0,3.0,"29160,301804,97612",3.0,"22519,12460,2294",0.0,0,0.0,0,2.0988405797101444,3.774585253456221,3.0643333333333334
30859,2022-05-22,Round 38,First Division,Elche,Getafe,3-1,3,1,Estadio Manuel Martínez Valero  (Elche),Cuadra Fernández,Francisco,Quique,3,1,"4123,301062,18171,21222,110148,16308,101267,97478,23370,301250,84408","24419,19003,27077,12544,402377,402078,300473,20780,29916,8492","402491,21199,24508,19021,15246,82146,25297,23198,84474,22115,20260","20290,23117,16775,13741,20254,23056,200278,41998,101843,21608","21222,24419,24419",3.0,20260,1.0,2.0,"301062,16308",2.0,"19021,15246",0.0,0,0.0,0,3.14,2.91,2.57
